Name: Charlotte Rodriguez, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 100, Dexterity: 100, Intelligence: 100, Wisdom: 100, Charisma: 100, Strength: 100, Age: 24
Name: James Brown, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 106, Dexterity: 85, Intelligence: 111, Wisdom: 113, Charisma: 143, Strength: 74, Age: 20
Name: Charlotte Thomas, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 121, Dexterity: 101, Intelligence: 84, Wisdom: 109, Charisma: 143, Strength: 92, Age: 50
Name: Benjamin Davis, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 126, Dexterity: 128, Intelligence: 89, Wisdom: 135, Charisma: 115, Strength: 61, Age: 94
Name: Oliver Miller, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 135, Dexterity: 128, Intelligence: 69, Wisdom: 141, Charisma: 120, Strength: 77, Age: 91
Name: Jacob Garcia, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 128, Dexterity: 121, Intelligence: 68, Wisdom: 114, Charisma: 109, Strength: 72, Age: 96
Name: Isabella Williams, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 116, Dexterity: 87, Intelligence: 91, Wisdom: 104, Charisma: 119, Strength: 95, Age: 44
Name: Sophia Thomas, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 107, Dexterity: 87, Intelligence: 146, Wisdom: 86, Charisma: 138, Strength: 101, Age: 94
Name: Logan Martinez, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 105, Dexterity: 96, Intelligence: 112, Wisdom: 98, Charisma: 105, Strength: 103, Age: 49
Name: Isabella Jackson, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 107, Dexterity: 116, Intelligence: 110, Wisdom: 113, Charisma: 121, Strength: 92, Age: 50
Name: Olivia Miller, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 90, Dexterity: 123, Intelligence: 100, Wisdom: 112, Charisma: 129, Strength: 109, Age: 39
Name: Mia Johnson, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 88, Dexterity: 105, Intelligence: 112, Wisdom: 100, Charisma: 133, Strength: 114, Age: 41
Name: Noah Jones, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 75, Dexterity: 118, Intelligence: 102, Wisdom: 112, Charisma: 96, Strength: 88, Age: 4
Name: Noah Brown, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 82, Dexterity: 104, Intelligence: 104, Wisdom: 111, Charisma: 104, Strength: 60, Age: 19
Name: Ava Taylor, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 102, Dexterity: 109, Intelligence: 124, Wisdom: 89, Charisma: 96, Strength: 59, Age: 49
Name: Mia Brown, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 121, Dexterity: 94, Intelligence: 47, Wisdom: 115, Charisma: 98, Strength: 101, Age: 44
Name: Harper Jackson, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 97, Dexterity: 127, Intelligence: 100, Wisdom: 92, Charisma: 109, Strength: 112, Age: 76
Name: Emma Miller, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 98, Dexterity: 131, Intelligence: 68, Wisdom: 100, Charisma: 112, Strength: 101, Age: 67
Name: Evelyn Anderson, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 96, Dexterity: 120, Intelligence: 103, Wisdom: 97, Charisma: 103, Strength: 121, Age: 77
Name: Harper Jackson, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 87, Dexterity: 123, Intelligence: 118, Wisdom: 72, Charisma: 89, Strength: 111, Age: 53
Name: Charlotte Williams, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 101, Dexterity: 133, Intelligence: 90, Wisdom: 108, Charisma: 107, Strength: 118, Age: 22
Name: Amelia Thomas, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 98, Dexterity: 135, Intelligence: 86, Wisdom: 103, Charisma: 112, Strength: 81, Age: 21
Name: Jacob Martin, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 89, Dexterity: 117, Intelligence: 110, Wisdom: 81, Charisma: 105, Strength: 114, Age: 7
Name: William Gonzalez, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 100, Dexterity: 106, Intelligence: 109, Wisdom: 105, Charisma: 124, Strength: 115, Age: 91
Name: Charlotte Williams, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 89, Dexterity: 139, Intelligence: 99, Wisdom: 99, Charisma: 107, Strength: 71, Age: 91
Name: Mia Moore, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 99, Dexterity: 101, Intelligence: 80, Wisdom: 113, Charisma: 124, Strength: 94, Age: 80
Name: Mia Smith, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 97, Dexterity: 107, Intelligence: 86, Wisdom: 121, Charisma: 99, Strength: 101, Age: 70
Name: Olivia Jackson, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 147, Dexterity: 125, Intelligence: 71, Wisdom: 120, Charisma: 160, Strength: 125, Age: 85
Name: William Jones, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 133, Dexterity: 135, Intelligence: 62, Wisdom: 111, Charisma: 152, Strength: 94, Age: 89
Name: Noah Gonzalez, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 107, Dexterity: 129, Intelligence: 85, Wisdom: 114, Charisma: 163, Strength: 81, Age: 76
Name: Evelyn Anderson, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 88, Dexterity: 138, Intelligence: 67, Wisdom: 92, Charisma: 94, Strength: 113, Age: 18
Name: Mia Jackson, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 84, Dexterity: 145, Intelligence: 58, Wisdom: 73, Charisma: 117, Strength: 109, Age: 14
Name: Logan Taylor, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 81, Dexterity: 135, Intelligence: 67, Wisdom: 108, Charisma: 123, Strength: 42, Age: 10
Name: Elijah Garcia, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 103, Dexterity: 77, Intelligence: 83, Wisdom: 65, Charisma: 98, Strength: 67, Age: 50
Name: Amelia Wilson, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 110, Dexterity: 103, Intelligence: 78, Wisdom: 68, Charisma: 77, Strength: 49, Age: 3
Name: Evelyn Gonzalez, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 142, Dexterity: 99, Intelligence: 89, Wisdom: 102, Charisma: 80, Strength: 99, Age: 49
Name: Logan Hernandez, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 118, Dexterity: 121, Intelligence: 82, Wisdom: 133, Charisma: 134, Strength: 79, Age: 75
Name: Lucas Rodriguez, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 133, Dexterity: 118, Intelligence: 87, Wisdom: 110, Charisma: 105, Strength: 96, Age: 14
Name: Amelia Williams, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 84, Dexterity: 84, Intelligence: 100, Wisdom: 64, Charisma: 99, Strength: 65, Age: 98
Name: Mia Jones, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 119, Dexterity: 142, Intelligence: 77, Wisdom: 142, Charisma: 99, Strength: 89, Age: 99
Name: Emma Davis, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 111, Dexterity: 122, Intelligence: 79, Wisdom: 132, Charisma: 101, Strength: 100, Age: 38
Name: Sophia Anderson, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 90, Dexterity: 126, Intelligence: 74, Wisdom: 113, Charisma: 90, Strength: 89, Age: 84
Name: Logan Hernandez, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 104, Dexterity: 135, Intelligence: 71, Wisdom: 99, Charisma: 82, Strength: 86, Age: 92
Name: Mia Brown, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 80, Dexterity: 112, Intelligence: 61, Wisdom: 103, Charisma: 89, Strength: 85, Age: 4
Name: Ava Jones, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 99, Dexterity: 114, Intelligence: 65, Wisdom: 102, Charisma: 82, Strength: 87, Age: 71
Name: Isabella Gonzalez, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 101, Dexterity: 95, Intelligence: 65, Wisdom: 93, Charisma: 100, Strength: 109, Age: 19
Name: Isabella Davis, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 104, Dexterity: 116, Intelligence: 98, Wisdom: 108, Charisma: 97, Strength: 94, Age: 51
Name: Emma Rodriguez, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 123, Dexterity: 116, Intelligence: 99, Wisdom: 96, Charisma: 93, Strength: 107, Age: 44
Name: Oliver Anderson, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 132, Dexterity: 84, Intelligence: 93, Wisdom: 83, Charisma: 80, Strength: 91, Age: 94
Name: Harper Williams, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 80, Dexterity: 120, Intelligence: 107, Wisdom: 89, Charisma: 74, Strength: 80, Age: 44
Name: Charlotte Brown, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 132, Dexterity: 65, Intelligence: 79, Wisdom: 106, Charisma: 115, Strength: 70, Age: 14
Name: James Garcia, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 127, Dexterity: 69, Intelligence: 74, Wisdom: 134, Charisma: 125, Strength: 74, Age: 28
Name: Lucas Miller, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 98, Dexterity: 109, Intelligence: 85, Wisdom: 102, Charisma: 108, Strength: 68, Age: 65
Name: Olivia Anderson, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 116, Dexterity: 107, Intelligence: 79, Wisdom: 101, Charisma: 93, Strength: 80, Age: 30
Name: Ava Jackson, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 130, Dexterity: 129, Intelligence: 65, Wisdom: 126, Charisma: 124, Strength: 84, Age: 87
Name: Evelyn Rodriguez, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 119, Dexterity: 110, Intelligence: 87, Wisdom: 130, Charisma: 118, Strength: 90, Age: 15
Name: Oliver Martin, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 123, Dexterity: 95, Intelligence: 99, Wisdom: 130, Charisma: 120, Strength: 96, Age: 6
Name: Olivia Garcia, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 103, Dexterity: 104, Intelligence: 124, Wisdom: 76, Charisma: 107, Strength: 61, Age: 75
Name: Olivia Williams, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 84, Dexterity: 82, Intelligence: 96, Wisdom: 91, Charisma: 113, Strength: 114, Age: 4
Name: Amelia Brown, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 92, Dexterity: 79, Intelligence: 70, Wisdom: 75, Charisma: 133, Strength: 100, Age: 66
Name: Ava Johnson, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 84, Dexterity: 87, Intelligence: 90, Wisdom: 65, Charisma: 134, Strength: 130, Age: 60
Name: James Martinez, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 127, Dexterity: 100, Intelligence: 93, Wisdom: 104, Charisma: 116, Strength: 111, Age: 16
Name: Oliver Wilson, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 94, Dexterity: 106, Intelligence: 102, Wisdom: 132, Charisma: 104, Strength: 139, Age: 35
Name: Harper Martin, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 116, Dexterity: 105, Intelligence: 99, Wisdom: 117, Charisma: 135, Strength: 114, Age: 39
Name: William Hernandez, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 97, Dexterity: 126, Intelligence: 97, Wisdom: 116, Charisma: 138, Strength: 104, Age: 82
Name: Noah Williams, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 130, Dexterity: 128, Intelligence: 66, Wisdom: 100, Charisma: 104, Strength: 114, Age: 8
Name: Sophia Brown, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 132, Dexterity: 115, Intelligence: 96, Wisdom: 83, Charisma: 107, Strength: 128, Age: 64
Name: Jacob Wilson, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 141, Dexterity: 91, Intelligence: 80, Wisdom: 105, Charisma: 101, Strength: 105, Age: 92
Name: Olivia Williams, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 130, Dexterity: 121, Intelligence: 93, Wisdom: 107, Charisma: 120, Strength: 121, Age: 100
Name: Oliver Gonzalez, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 118, Dexterity: 130, Intelligence: 107, Wisdom: 100, Charisma: 134, Strength: 116, Age: 1
Name: Oliver Anderson, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 74, Dexterity: 92, Intelligence: 92, Wisdom: 140, Charisma: 131, Strength: 97, Age: 1
Name: Harper Thomas, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 103, Dexterity: 103, Intelligence: 91, Wisdom: 122, Charisma: 131, Strength: 108, Age: 51
Name: Evelyn Garcia, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 91, Dexterity: 117, Intelligence: 94, Wisdom: 142, Charisma: 91, Strength: 126, Age: 17
Name: Elijah Rodriguez, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 98, Dexterity: 100, Intelligence: 103, Wisdom: 89, Charisma: 123, Strength: 117, Age: 8
Name: Sophia Martinez, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 103, Dexterity: 126, Intelligence: 104, Wisdom: 117, Charisma: 102, Strength: 127, Age: 10
Name: Harper Miller, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 121, Dexterity: 135, Intelligence: 61, Wisdom: 110, Charisma: 128, Strength: 112, Age: 31
Name: James Garcia, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 114, Dexterity: 144, Intelligence: 66, Wisdom: 129, Charisma: 156, Strength: 91, Age: 97
Name: Olivia Garcia, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 122, Dexterity: 109, Intelligence: 55, Wisdom: 132, Charisma: 98, Strength: 112, Age: 26
Name: Elijah Rodriguez, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 89, Dexterity: 142, Intelligence: 74, Wisdom: 114, Charisma: 79, Strength: 96, Age: 77
Name: Isabella Jackson, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 101, Dexterity: 125, Intelligence: 53, Wisdom: 123, Charisma: 97, Strength: 90, Age: 22
Name: Benjamin Martinez, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 88, Dexterity: 162, Intelligence: 112, Wisdom: 90, Charisma: 78, Strength: 88, Age: 77
Name: Sophia Taylor, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 107, Dexterity: 152, Intelligence: 100, Wisdom: 117, Charisma: 85, Strength: 87, Age: 94
Name: William Wilson, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 114, Dexterity: 131, Intelligence: 52, Wisdom: 74, Charisma: 112, Strength: 52, Age: 5
Name: Amelia Miller, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 109, Dexterity: 126, Intelligence: 108, Wisdom: 99, Charisma: 98, Strength: 69, Age: 87
Name: Harper Gonzalez, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 110, Dexterity: 92, Intelligence: 105, Wisdom: 127, Charisma: 79, Strength: 138, Age: 75
Name: Lucas Hernandez, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 110, Dexterity: 72, Intelligence: 95, Wisdom: 135, Charisma: 109, Strength: 107, Age: 55
Name: William Martin, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 82, Dexterity: 91, Intelligence: 121, Wisdom: 130, Charisma: 82, Strength: 105, Age: 80
Name: Olivia Jones, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 101, Dexterity: 99, Intelligence: 66, Wisdom: 95, Charisma: 127, Strength: 118, Age: 39
Name: Benjamin Garcia, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 76, Dexterity: 96, Intelligence: 86, Wisdom: 97, Charisma: 95, Strength: 120, Age: 63
Name: Jacob Martinez, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 89, Dexterity: 104, Intelligence: 89, Wisdom: 111, Charisma: 99, Strength: 137, Age: 71
Name: Oliver Thomas, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 104, Dexterity: 100, Intelligence: 138, Wisdom: 120, Charisma: 147, Strength: 96, Age: 10
Name: Liam Wilson, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 136, Dexterity: 97, Intelligence: 128, Wisdom: 97, Charisma: 102, Strength: 91, Age: 1
Name: Oliver Miller, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 121, Dexterity: 105, Intelligence: 86, Wisdom: 99, Charisma: 102, Strength: 100, Age: 8
Name: Ava Anderson, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 145, Dexterity: 127, Intelligence: 98, Wisdom: 128, Charisma: 94, Strength: 86, Age: 32
Name: James Thomas, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 133, Dexterity: 101, Intelligence: 99, Wisdom: 145, Charisma: 99, Strength: 105, Age: 62
Name: Mia Thomas, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 138, Dexterity: 104, Intelligence: 104, Wisdom: 148, Charisma: 103, Strength: 112, Age: 80
Name: Noah Martin, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 125, Dexterity: 110, Intelligence: 109, Wisdom: 130, Charisma: 141, Strength: 72, Age: 37
Name: Oliver Thomas, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 129, Dexterity: 106, Intelligence: 113, Wisdom: 123, Charisma: 122, Strength: 85, Age: 96
Name: Sophia Rodriguez, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 122, Dexterity: 140, Intelligence: 115, Wisdom: 140, Charisma: 104, Strength: 69, Age: 16
Name: Jacob Jones, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 132, Dexterity: 150, Intelligence: 95, Wisdom: 122, Charisma: 131, Strength: 82, Age: 52
Name: William Davis, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 145, Dexterity: 140, Intelligence: 108, Wisdom: 145, Charisma: 99, Strength: 97, Age: 57
Name: Noah Williams, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 111, Dexterity: 131, Intelligence: 99, Wisdom: 128, Charisma: 125, Strength: 76, Age: 32
Name: Charlotte Moore, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 98, Dexterity: 133, Intelligence: 107, Wisdom: 75, Charisma: 96, Strength: 135, Age: 59
Name: Benjamin Miller, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 89, Dexterity: 127, Intelligence: 98, Wisdom: 71, Charisma: 64, Strength: 146, Age: 90
Name: Isabella Jackson, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 91, Dexterity: 105, Intelligence: 118, Wisdom: 82, Charisma: 74, Strength: 134, Age: 73
Name: Harper Williams, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 95, Dexterity: 106, Intelligence: 94, Wisdom: 95, Charisma: 82, Strength: 117, Age: 91
Name: Lucas Anderson, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 83, Dexterity: 90, Intelligence: 84, Wisdom: 117, Charisma: 78, Strength: 122, Age: 85
Name: Elijah Brown, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 82, Dexterity: 74, Intelligence: 83, Wisdom: 100, Charisma: 74, Strength: 104, Age: 46
Name: William Lopez, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 104, Dexterity: 74, Intelligence: 109, Wisdom: 81, Charisma: 79, Strength: 116, Age: 55
Name: Harper Thomas, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 77, Dexterity: 66, Intelligence: 80, Wisdom: 79, Charisma: 79, Strength: 133, Age: 85
Name: Jacob Davis, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 63, Dexterity: 86, Intelligence: 75, Wisdom: 89, Charisma: 93, Strength: 94, Age: 13
Name: Liam Garcia, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 65, Dexterity: 112, Intelligence: 102, Wisdom: 95, Charisma: 94, Strength: 90, Age: 97
Name: Sophia Thomas, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 131, Dexterity: 105, Intelligence: 100, Wisdom: 108, Charisma: 128, Strength: 65, Age: 93
Name: Harper Williams, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 128, Dexterity: 110, Intelligence: 118, Wisdom: 113, Charisma: 97, Strength: 92, Age: 61
Name: Isabella Rodriguez, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 126, Dexterity: 117, Intelligence: 110, Wisdom: 106, Charisma: 125, Strength: 93, Age: 33
Name: Liam Williams, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 115, Dexterity: 96, Intelligence: 69, Wisdom: 133, Charisma: 121, Strength: 71, Age: 48
Name: Lucas Williams, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 107, Dexterity: 87, Intelligence: 76, Wisdom: 86, Charisma: 95, Strength: 42, Age: 99
Name: Sophia Miller, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 114, Dexterity: 105, Intelligence: 87, Wisdom: 105, Charisma: 90, Strength: 70, Age: 73
Name: Jacob Miller, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 110, Dexterity: 93, Intelligence: 94, Wisdom: 96, Charisma: 87, Strength: 70, Age: 42
Name: Benjamin Smith, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 87, Dexterity: 79, Intelligence: 67, Wisdom: 121, Charisma: 142, Strength: 98, Age: 40
Name: William Lopez, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 97, Dexterity: 92, Intelligence: 63, Wisdom: 114, Charisma: 129, Strength: 79, Age: 87
Name: Harper Taylor, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 76, Dexterity: 48, Intelligence: 131, Wisdom: 131, Charisma: 126, Strength: 127, Age: 74
Name: Logan Miller, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 63, Dexterity: 75, Intelligence: 130, Wisdom: 98, Charisma: 144, Strength: 97, Age: 12
Name: William Moore, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 65, Dexterity: 68, Intelligence: 113, Wisdom: 127, Charisma: 110, Strength: 130, Age: 21
Name: Harper Hernandez, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 65, Dexterity: 126, Intelligence: 93, Wisdom: 84, Charisma: 111, Strength: 84, Age: 60
Name: Evelyn Davis, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 98, Dexterity: 119, Intelligence: 113, Wisdom: 83, Charisma: 104, Strength: 93, Age: 35
Name: Jacob Moore, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 125, Dexterity: 136, Intelligence: 100, Wisdom: 78, Charisma: 127, Strength: 114, Age: 88
Name: James Gonzalez, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 107, Dexterity: 132, Intelligence: 95, Wisdom: 76, Charisma: 90, Strength: 110, Age: 84
Name: Logan Taylor, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 126, Dexterity: 139, Intelligence: 94, Wisdom: 104, Charisma: 106, Strength: 111, Age: 8
Name: Harper Smith, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 73, Dexterity: 90, Intelligence: 130, Wisdom: 120, Charisma: 102, Strength: 73, Age: 70
Name: Mia Gonzalez, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 58, Dexterity: 105, Intelligence: 116, Wisdom: 97, Charisma: 127, Strength: 73, Age: 92
Name: Charlotte Thomas, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 89, Dexterity: 91, Intelligence: 134, Wisdom: 108, Charisma: 116, Strength: 66, Age: 61
Name: Benjamin Anderson, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 63, Dexterity: 84, Intelligence: 93, Wisdom: 67, Charisma: 109, Strength: 73, Age: 84
Name: Noah Martin, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 51, Dexterity: 111, Intelligence: 124, Wisdom: 72, Charisma: 140, Strength: 92, Age: 55
Name: Olivia Wilson, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 60, Dexterity: 103, Intelligence: 136, Wisdom: 100, Charisma: 134, Strength: 80, Age: 73
Name: Isabella Brown, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 64, Dexterity: 116, Intelligence: 123, Wisdom: 118, Charisma: 125, Strength: 96, Age: 41
Name: Logan Williams, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 98, Dexterity: 127, Intelligence: 111, Wisdom: 91, Charisma: 126, Strength: 75, Age: 11
Name: Charlotte Anderson, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 93, Dexterity: 95, Intelligence: 66, Wisdom: 122, Charisma: 145, Strength: 105, Age: 2
Name: Mia Johnson, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 77, Dexterity: 125, Intelligence: 64, Wisdom: 127, Charisma: 127, Strength: 132, Age: 34
Name: Benjamin Martinez, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 96, Dexterity: 109, Intelligence: 59, Wisdom: 121, Charisma: 111, Strength: 108, Age: 50
Name: Jacob Garcia, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 98, Dexterity: 101, Intelligence: 84, Wisdom: 96, Charisma: 75, Strength: 125, Age: 74
Name: Sophia Thomas, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 101, Dexterity: 75, Intelligence: 56, Wisdom: 76, Charisma: 99, Strength: 125, Age: 8
Name: William Martin, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 85, Dexterity: 96, Intelligence: 63, Wisdom: 75, Charisma: 85, Strength: 88, Age: 37
Name: James Jackson, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 106, Dexterity: 121, Intelligence: 97, Wisdom: 87, Charisma: 107, Strength: 91, Age: 36
Name: Noah Wilson, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 134, Dexterity: 126, Intelligence: 109, Wisdom: 86, Charisma: 134, Strength: 102, Age: 41
Name: Jacob Lopez, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 139, Dexterity: 128, Intelligence: 124, Wisdom: 108, Charisma: 130, Strength: 85, Age: 92
Name: Harper Martinez, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 111, Dexterity: 101, Intelligence: 108, Wisdom: 92, Charisma: 122, Strength: 121, Age: 4
